Polygon_Name,Concatenate,rsrp-pop ,Sum of rsrp-pop,RSRP-AVG,Review (Detail Reason)
619_Mnrdanamon,619_Mnrdanamon|SH4431845E_CO|430843|4,434366,57%,-69.25041322,NOT GO -> Have Pico
602_Itckuningan,602_Itckuningan|SH4431845E_CO|430843|4,404734,51%,-70.5105068,NOT GO -> Have Pico
560_Aptsomerset,560_Aptsomerset|SH4431845E_CO|430843|4,317863,50%,-68.62891406,NOT GO -> Have Pico
554_Wismastaco,554_Wismastaco|SH4431855E_CO|430827|5,299372,53%,-83.64379947,OK -> GO
558_Ambassador,558_Ambassador|SH4431845E_CO|430843|4,278385,37%,-72.32304038,NOT GO -> Have Pico
558_Ambassador,558_Ambassador|SH4431845E_CO|430843|8,265924,36%,-77.89830508,NOT GO -> Have Pico
572_CENTRALPLAZASETIABUDI,572_CENTRALPLAZASETIABUDI|4424975E|421021|5,262802,37%,-70.82857143,NOT GO -> Have Pico
154_Citraland,154_Citraland|4425492E-LTE-GROGOL-FLYOVER|420358|8,253327,57%,-87.5902439,NOT GO -> Have Pico
1068_PASAR MINGGU,1068_PASAR MINGGU|4443339E_CO|440056|7,235114,32%,-72.56349206,NOT GO -> Good Coverage from Surrounding
612_Menaramegasyariah-EBJ,612_Menaramegasyariah-EBJ|441PL081E_CO|430862|24,224992,30%,-76.15312916,NOT GO -> Have Pico
574_Ciputraworld,574_Ciputraworld|441PL246E_CO|431088|24,216405,26%,-75.20056101,NOT GO -> Have Pico
362_Hotelakmani,362_Hotelakmani|441PL397E_CO|421330|24,214470,67%,-80.05813953,NOT GO -> Covered by Surrounding
641_Plzgreatrivr,641_Plzgreatrivr|441PL081E_CO|430862|24,201428,42%,-76.03677758,OK -> GO with Change SOW
1283_Apartemen Ambassador,1283_Apartemen Ambassador|SH4431845E_CO|430843|8,186940,35%,-77.0958231,OK -> GO with Change SOW
148_Aptmedgrdn1,148_Aptmedgrdn1|4411115E_CO|420115|7,184306,26%,-90.25139665,NOT GO -> Have Pico
574_Ciputraworld,574_Ciputraworld|MC4430788E_CO|430011|7,181733,22%,-82.21245421,NOT GO -> Have Pico
546_Htlparklane,546_Htlparklane|SH4431855E_CO|430827|5,177787,49%,-83.93731343,NOT GO -> Have Pico
1059_PASAR KARET PEDURENAN,1059_PASAR KARET PEDURENAN|4435023E_CO|430018|4,170386,27%,-91.52109912,NOT GO -> Good Coverage from Surrounding
455_Sudirmanplce,455_Sudirmanplce|441PC256E_CO|421026|35,166906,39%,-79.27831094,NOT GO -> Have Pico
623_Mnrimperium,623_Mnrimperium|SH4431853EB-LTE-POLE-R2S1-KARBELLA|430454|6,165017,48%,-81.36772487,NOT GO -> Have Pico
1075_PASAR TEBET TIMUR,1075_PASAR TEBET TIMUR|4435536E_CO|430092|4,163330,44%,-81.71493213,"NOT GO -> Small Building, covered by Surrounding"
572_CENTRALPLAZASETIABUDI,572_CENTRALPLAZASETIABUDI|4424975E|421021|8,163277,23%,-76.36635945,NOT GO -> Have Pico
409_Gedungbri1,409_Gedungbri1|4424975E|421021|5,158092,33%,-70.58041958,NOT GO -> Have Pico
751_Mrtsisingamangaraja-TBG,751_Mrtsisingamangaraja-TBG|SH4431519E_CO|430151|5,157530,33%,-74.26666667,OK -> GO
1053_PASAR BUKIT DURI,1053_PASAR BUKIT DURI|SH4431777E_CO|430450|4,149424,49%,-87.93103448,"NOT GO -> Small Building, covered by Surrounding"
383_Sarinah,383_Sarinah|441PC430E_CO|420869|24,147201,30%,-73.66464646,NOT GO -> Have Pico
563_ARIOBIMO,563_ARIOBIMO|SH4431855E_CO|430827|6,145263,24%,-86.40057637,NOT GO -> Good Coverage from Surrounding
1283_Apartemen Ambassador,1283_Apartemen Ambassador|SH4431845E_CO|430843|4,143511,27%,-73.43333333,OK -> GO with Change SOW
560_Aptsomerset,560_Aptsomerset|SH4431845E_CO|430843|9,142836,23%,-77.62666667,NOT GO -> Have Pico
148_Aptmedgrdn1,148_Aptmedgrdn1|4411115E_CO|420115|4,139721,20%,-85.81111111,NOT GO -> Have Pico
734_Grahaniagasudirman,734_Grahaniagasudirman|441PC256E_CO|421026|35,139455,34%,-76.61505376,NOT GO -> Have Pico
1217_Pertokoan Kranji,1217_Pertokoan Kranji|4410959E_CO|410159|2,137328,38%,-91.62105263,"NOT GO -> Small Building, covered by Surrounding"
963_Metmall,963_Metmall|4412446E_CO|410171|4,135836,33%,-77.09923664,NOT GO -> Have Pico
195_Pejatenvillage,195_Pejatenvillage|441PX329E_CO|440224|6,135662,33%,-81.19736842,NOT GO -> Have Pico
1068_PASAR MINGGU,1068_PASAR MINGGU|4443475E_CO|440640|5,135565,19%,-75.54601227,NOT GO -> Good Coverage from Surrounding
612_Menaramegasyariah-EBJ,612_Menaramegasyariah-EBJ|SH4431855E_CO|430827|9,131967,17%,-88.29310345,NOT GO -> Have Pico
612_Menaramegasyariah-EBJ,612_Menaramegasyariah-EBJ|SH4431855E_CO|430827|6,131437,17%,-83.41212121,NOT GO -> Have Pico
2_RDTX,2_RDTX|441PL246E_CO|431088|24,131218,16%,-72.24893617,OK -> GO
455_Sudirmanplce,455_Sudirmanplce|541PC256N_CO|421402|38,126492,29%,-87.90721649,NOT GO -> Have Pico
623_Mnrimperium,623_Mnrimperium|SH4431853EB-LTE-POLE-R2S1-KARBELLA|430454|4,126112,37%,-84.5267666,NOT GO -> Have Pico
430_Mrtbendunganhilir-TBG,430_Mrtbendunganhilir-TBG|4424949E_CO|420028|4,125530,31%,-78.42396313,OK -> GO
986_Plzherodpk,986_Plzherodpk|4462552E_CO|460805|7,124044,35%,-87.78217822,"NOT GO -> Small Building, covered by Surrounding"
554_Wismastaco,554_Wismastaco|4435503E_CO|430104|7,123490,22%,-87.24180328,OK -> GO
961_Htlhorisonbb,961_Htlhorisonbb|4412446E_CO|410171|4,123457,32%,-76.68858131,NOT GO -> Have Pico
154_Citraland,154_Citraland|4425492E-LTE-GROGOL-FLYOVER|420358|5,122870,27%,-86.25,NOT GO -> Have Pico
534_Wismaasia2,534_Wismaasia2|442V271E_CO|420283|5,121880,34%,-83.24619289,NOT GO -> Have Pico
350_Bbdplaza,350_Bbdplaza|4424933E|420956|5,121838,54%,-81.05555556,NOT GO -> Have Pico
356_Gdgskyline,356_Gdgskyline|441PC430E_CO|420869|24,119829,37%,-73.71014493,NOT GO -> Good Coverage from Surrounding
659_Tempopavilion-EBJ,659_Tempopavilion-EBJ|SH4431855E_CO|430827|6,118838,24%,-83.83275261,NOT GO -> Have Pico
544_Grhpratama,544_Grhpratama|441PL285E_CO|430784|21,118398,44%,-78.56637168,NOT GO -> Good Coverage from Surrounding
369_Htlmandarin,369_Htlmandarin|4424933E|420956|6,118390,50%,-77.49503311,NOT GO -> Have Pico
621_Mnrdea,621_Mnrdea|4435008E_CO|431082|4,118022,41%,-83.54402516,NOT GO -> Have Pico
1295_Green Walk Mall,1295_Green Walk Mall|441PX152E_CO|451455|22,118005,36%,-87.89090909,OK -> GO
619_Mnrdanamon,619_Mnrdanamon|SH4431845E_CO|430843|8,117952,15%,-72.54983923,NOT GO -> Have Pico
395_Bnipejompongan-SMI,395_Bnipejompongan-SMI|4425461E_CO|420229|5,117256,30%,-92.66373626,NOT GO -> Have Pico
538_Aptsignaturepark-MAC,538_Aptsignaturepark-MAC|441PL285E_CO|430784|21,116100,31%,-82.88586957,NOT GO -> Have Pico
986_Plzherodpk,986_Plzherodpk|4462552E_CO|460805|4,115943,33%,-96.4537037,"NOT GO -> Small Building, covered by Surrounding"
802_Snipertaminisquare,802_Snipertaminisquare|4441021E_CO|440517|4,115633,16%,-93.25,NOT GO -> Have Pico
549_Menaramth,549_Menaramth|441PL285E_CO|430784|21,114593,29%,-83.25213675,NOT GO -> Have Pico
1059_PASAR KARET PEDURENAN,1059_PASAR KARET PEDURENAN|4435023E_CO|430018|7,114009,18%,-84.42207792,NOT GO -> Good Coverage from Surrounding
391_Aptsdrmnprk1,391_Aptsdrmnprk1|MC4410787E_CO|420519|6,113181,49%,-88.97706422,NOT GO -> Have Pico
2_RDTX,2_RDTX|441PL246E_CO|431088|27,112882,14%,-78.98206278,OK -> GO
1071_PASAR PONDOK LABU,1071_PASAR PONDOK LABU|4435307E_CO|430208|6,112864,53%,-87.60576923,"NOT GO -> Small Building, covered by Surrounding"
1037_PASAR JEMBATAN DUA,1037_PASAR JEMBATAN DUA|4425071E_CO|420197|9,111487,28%,-82.86666667,"NOT GO -> Small Building, covered by Surrounding"
2_RDTX,2_RDTX|441PL246E_CO|431088|26,111093,14%,-76.45841035,OK -> GO
569_Bellagiorsdn,569_Bellagiorsdn|441PX035E_CO|430476|24,110547,56%,-79.79432624,NOT GO -> Have Pico
602_Itckuningan,602_Itckuningan|SH4431845E_CO|430843|9,109593,14%,-74.62209302,NOT GO -> Have Pico
656_Setiabudirsc,656_Setiabudirsc|SH4433645E_CO|430865|4,109323,32%,-79.7247191,NOT GO -> Have Pico
639_Plthollywoodil1,639_Plthollywoodil1|4431338E-LTE-WIDYA-CHANDRA|430400|6,109116,38%,-78.82568807,NOT GO -> Covered by Surrounding
148_Aptmedgrdn1,148_Aptmedgrdn1|4411115E_CO|420115|1,108947,15%,-93.67355372,NOT GO -> Have Pico
659_Tempopavilion-EBJ,659_Tempopavilion-EBJ|SH4431855E_CO|430827|9,108563,22%,-88.32903226,NOT GO -> Have Pico
430_Mrtbendunganhilir-TBG,430_Mrtbendunganhilir-TBG|4424949E_CO|420028|7,107975,27%,-85.20765027,OK -> GO
631_Noblehouse-STP,631_Noblehouse-STP|441PX035E_CO|430476|24,107962,45%,-81.3030303,OK -> GO
532_Wisma77,532_Wisma77|442PC232E_CO|420859|15,107811,32%,-75.05538462,NOT GO -> Have Pico
354_Deutchbank,354_Deutchbank|4424933E|420956|6,107736,37%,-72.09026128,NOT GO -> Have Pico
1006_Mallcinere,1006_Mallcinere|4465548E_BB|461864|6,107191,46%,-90,NOT GO -> Have Pico
86_Rsstcarolus,86_Rsstcarolus|MC4412163E|410833|5,106903,34%,-85.49550898,OK -> GO
1066_PASAR MELAWAI BLOK M SQUARE,1066_PASAR MELAWAI BLOK M SQUARE|MC4431405E_CO|430150|4,106616,34%,-79.94594595,"NOT GO -> Small Building, covered by Surrounding"
616_Metropolitan,616_Metropolitan|4424975E|421021|4,106295,20%,-81.59453782,NOT GO -> Have Pico
629_Muamalatkuningan-WNI,629_Muamalatkuningan-WNI|SH4431845E_CO|430843|8,106254,21%,-89.09803922,NOT GO -> Have Pico
574_Ciputraworld,574_Ciputraworld|441PL246E_CO|431088|27,105393,13%,-84.11987382,NOT GO -> Have Pico
576_Ciputraworldgdg2-DMT,576_Ciputraworldgdg2-DMT|441PL062E_CO|430943|26,105116,28%,-69.88076923,NOT GO -> Have Pico
696_Wismamulia3,696_Wismamulia3|441PL420E_CO|430938|25,104957,34%,-85.60447761,NOT GO -> Have Pico
589_Granadikuningan,589_Granadikuningan|441PL081E_CO|430862|24,104800,36%,-73,NOT GO -> Have Pico
629_Muamalatkuningan-WNI,629_Muamalatkuningan-WNI|441PC202E_CO|430782|25,104578,21%,-76.03521127,NOT GO -> Have Pico
2_RDTX,2_RDTX|441PL246E_CO|431088|29,104460,13%,-80.95286195,OK -> GO
641_Plzgreatrivr,641_Plzgreatrivr|4435003E_CO|430003|7,104426,22%,-83.52608696,OK -> GO with Change SOW
1160_PASAR PERTOKOAN WARU,1160_PASAR PERTOKOAN WARU|4413453E_CO|430166|5,104413,54%,-84.61023622,"NOT GO -> Small Building, covered by Surrounding"
1100_PASAR BENDUNGAN HILIR,1100_PASAR BENDUNGAN HILIR|442PL658E|421186|25,103700,32%,-78.92556054,"NOT GO -> Small Building, covered by Surrounding"
773_Wismabej,773_Wismabej|541PL065N_CO|420998|8,103571,47%,-90.92810458,NOT GO -> Have Pico
1238_ITJEN Kementerian Pertahanan Republik Indonesia,1238_ITJEN Kementerian Pertahanan Republik Indonesia|4425013E-LTE-BUDI-KEMULIAAN|420008|9,103044,61%,-92.35004916,NOT GO -> Covered by Surrounding
508_Rsgrahakedoya-IBS,508_Rsgrahakedoya-IBS|MC4424192E_CO|420291|4,102896,46%,-96.57762557,NOT GO -> Have Pico
583_Gdgbpjspusat-TBS,583_Gdgbpjspusat-TBS|4431353E|430902|7,102894,31%,-84.64107486,NOT GO -> Have Pico
563_ARIOBIMO,563_ARIOBIMO|SH4431855E_CO|430827|9,102569,17%,-90.83023873,NOT GO -> Good Coverage from Surrounding
780_Ganugrahpcrnil1,780_Ganugrahpcrnil1|SH4431952E_CO|430501|8,101801,43%,-94.50704225,NOT GO -> Covered by Surrounding
86_Rsstcarolus,86_Rsstcarolus|MC4412163E|410833|2,101693,32%,-88.30964467,OK -> GO
551_Mustikaratu,551_Mustikaratu|4435170E|430199|5,101557,51%,-81.61940299,NOT GO -> Have Pico
751_Mrtsisingamangaraja-TBG,751_Mrtsisingamangaraja-TBG|SH4431519E_CO|430151|8,101511,21%,-78.81185567,OK -> GO
751_Mrtsisingamangaraja-TBG,751_Mrtsisingamangaraja-TBG|SH4431519E_CO|430151|9,100392,21%,-83.14916286,OK -> GO
575_Ciputraworld2Apt-DMT,575_Ciputraworld2Apt-DMT|MC4430788E_CO|430011|5,100309,38%,-90.27085479,NOT GO -> Have Pico
532_Wisma77,532_Wisma77|442PC232E_CO|420859|18,99985,29%,-79.42058824,NOT GO -> Have Pico
433_Mrtsetiabudi-TBG,433_Mrtsetiabudi-TBG|441PC957E-LTE-PLAZA-MEREIN|420526|24,99750,45%,-74.62962963,OK -> GO
148_Aptmedgrdn1,148_Aptmedgrdn1|4424813E|420905|8,99382,14%,-94.22441652,NOT GO -> Have Pico
190_Gkmgreentwr-MAC,190_Gkmgreentwr-MAC|441PX527E_CO|440702|24,97713,45%,-78.97619048,NOT GO -> Have Pico
431_Mrtistora-TBG,431_Mrtistora-TBG|441PC256E_CO|421026|35,97691,33%,-78.12796209,OK -> GO
148_Aptmedgrdn1,148_Aptmedgrdn1|4424813E|420905|5,97665,14%,-90.38352273,NOT GO -> Have Pico
654_Sentramulia,654_Sentramulia|SH4431854EX-LTE-POLE-R3M-HIGH-SCOPE|430328|5,97425,37%,-71.38550725,NOT GO -> Have Pico
1230_Dave Apartment,1230_Dave Apartment|4462056E|460839|6,97359,53%,-87.5,NOT GO -> Covered by Surrounding
1068_PASAR MINGGU,1068_PASAR MINGGU|4443339E_CO|440056|4,97011,13%,-72.15517241,NOT GO -> Good Coverage from Surrounding
396_Bpk,396_Bpk|441PL057E_CO|421091|28,96964,43%,-87.75102041,NOT GO -> Have Pico
655_Setiabudibuilding,655_Setiabudibuilding|4435024E-LTE-TAMAN-RASUNA|430033|6,96280,28%,-79.59938838,NOT GO -> Have Pico
619_Mnrdanamon,619_Mnrdanamon|SH4431845E_CO|430843|9,95928,13%,-75.78350515,NOT GO -> Have Pico
750_Mrtblokm-TBG,750_Mrtblokm-TBG|SH4431357E-LTE-SISINGAMANGARAJA-GUNUNG|430483|5,95177,32%,-92.62450593,OK -> GO
366_Htlibisarcd,366_Htlibisarcd|441PL397E_CO|421330|24,94706,50%,-84.79775281,NOT GO -> Have Pico
662_Theeast,662_Theeast|4435008E_CO|431082|4,94697,33%,-85.66554054,NOT GO -> Have Pico
616_Metropolitan,616_Metropolitan|4424949E_CO|420028|5,94488,18%,-81.32994924,NOT GO -> Have Pico
735_Htlambhara,735_Htlambhara|MC4411055E_CO|430135|5,94115,52%,-76.03092784,NOT GO -> Have Pico
1075_PASAR TEBET TIMUR,1075_PASAR TEBET TIMUR|4435536E_CO|430092|7,93767,25%,-79.46280992,"NOT GO -> Small Building, covered by Surrounding"
1005_Cineresquare,1005_Cineresquare|441PX452E|461024|4,93108,40%,-81.01604278,NOT GO -> Have Pico
602_Itckuningan,602_Itckuningan|SH4431845E_CO|430843|8,93098,12%,-82.72614108,NOT GO -> Have Pico
644_Prudential,644_Prudential|441PC957E-LTE-PLAZA-MEREIN|420526|24,92223,40%,-75.56944444,NOT GO -> Have Pico
1122_PASAR PASEBAN,1122_PASAR PASEBAN|441PX311E_B2|411203|13,91733,24%,-75.43564356,NOT GO -> Good Coverage from Surrounding
155_Htlbfashion-IBS,155_Htlbfashion-IBS|4425060E_CO|420195|4,91701,28%,-81.37279152,NOT GO -> Have Pico
"1331_APARTMENT SKY TERRACE LAGOON CONDO(Tower Uluwatu,Tower Pecatu,Tower Sanur)","1331_APARTMENT SKY TERRACE LAGOON CONDO(Tower Uluwatu,Tower Pecatu,Tower Sanur)|441PC488E_BB|421220|16",91567,72%,-81.94471154,OK -> GO
570_Bumiputera,570_Bumiputera|441PC957E-LTE-PLAZA-MEREIN|420526|25,91185,48%,-73.38338658,NOT GO -> Have Pico
1037_PASAR JEMBATAN DUA,1037_PASAR JEMBATAN DUA|4425071E_CO|420197|6,91063,23%,-81.80048662,"NOT GO -> Small Building, covered by Surrounding"
985_Margocityhtl,985_Margocityhtl|441PC780E_CO|461229|14,90692,28%,-91.14572864,NOT GO -> Have Pico
585_Gedungcyber2,585_Gedungcyber2|4435502E_CO|430035|9,90369,21%,-89.92274678,NOT GO -> Have Pico
734_Grahaniagasudirman,734_Grahaniagasudirman|541PC256N_CO|421402|38,90365,22%,-84.88062622,NOT GO -> Have Pico
665_Univatmajayasemanggisysinfo,665_Univatmajayasemanggisysinfo|441PL026E_CO|421102|25,89599,57%,-71.06756757,NOT GO -> Have Pico
612_Menaramegasyariah-EBJ,612_Menaramegasyariah-EBJ|4435003E_CO|430003|7,89218,12%,-82.87209302,NOT GO -> Have Pico
425_Menaraastra,425_Menaraastra|441PC957E-LTE-PLAZA-MEREIN|420526|25,88985,56%,-76.98684211,NOT GO -> Have Pico
409_Gedungbri1,409_Gedungbri1|4424975E|421021|8,88503,19%,-75.10440835,NOT GO -> Have Pico
1290_RS Brawijaya Saharjo,1290_RS Brawijaya Saharjo|441PX053E|430629|25,88465,50%,-85.78395062,"NOT GO -> Small Building, covered by Surrounding"
526_Plzslipijaya,526_Plzslipijaya|442PC232E_CO|420859|15,88447,25%,-85.12802768,NOT GO -> Have Pico
546_Htlparklane,546_Htlparklane|4435503E_CO|430104|7,88277,24%,-86.86283186,NOT GO -> Have Pico
416_Htllemeridie,416_Htllemeridie|4424949E_CO|420028|7,88188,36%,-87.86666667,NOT GO -> Good Coverage from Surrounding
386_Anz,386_Anz|4424949E_CO|420028|4,88109,43%,-78.71212121,NOT GO -> Have Pico
447_Senayancity,447_Senayancity|MC4431290E_C2|431090|6,87831,39%,-82.3557423,NOT GO -> Have Pico
1053_PASAR BUKIT DURI,1053_PASAR BUKIT DURI|SH4431777E_CO|430450|7,87781,29%,-88.10526316,"NOT GO -> Small Building, covered by Surrounding"
9_RS PURI MEDIKA,9_RS PURI MEDIKA|4418029E_CO|411310|4,87744,76%,-81.48753463,OK -> GO
563_ARIOBIMO,563_ARIOBIMO|441PL081E_CO|430862|24,87544,15%,-78.49710983,NOT GO -> Good Coverage from Surrounding
1059_PASAR KARET PEDURENAN,1059_PASAR KARET PEDURENAN|4435023E_CO|430018|18,87071,14%,-87.4974359,NOT GO -> Good Coverage from Surrounding
527_Rsdharmais,527_Rsdharmais|442PC232E_CO|420859|14,86489,31%,-88.88825215,OK -> GO
392_Aptsemanggi,392_Aptsemanggi|441PL057E_CO|421091|28,86486,23%,-86.39428571,NOT GO -> Have Pico
783_Grhsucofindo,783_Grhsucofindo|4431792E-LTE-TRI-DIPA-PASAR-MINGGU|430187|6,86367,43%,-85.27692308,NOT GO -> Have Pico
773_Wismabej,773_Wismabej|541PL065N_CO|420998|5,86227,39%,-91.38297872,NOT GO -> Have Pico
564_Axatowerkuningan-MAC,564_Axatowerkuningan-MAC|SH4431845E_CO|430843|8,85892,18%,-86.87313433,NOT GO -> Have Pico
368_Htlkeraton,368_Htlkeraton|MC4424718E-LTE-Kebon-Kacang-Raya|420073|5,85791,30%,-86.52311436,NOT GO -> Have Pico
945_Btc,945_Btc|441PL199E_CO|451428|24,85652,34%,-75.86956522,NOT GO -> Have Pico
55_Aptlgnkmyrn,55_Aptlgnkmyrn|441PC912E_CO|410384|14,85395,45%,-83.21598272,NOT GO -> Have Pico
1056_PASAR CIPETE SELATAN,1056_PASAR CIPETE SELATAN|4432243E_CO|430196|5,85177,51%,-86.17073171,"NOT GO -> Small Building, covered by Surrounding"
564_Axatowerkuningan-MAC,564_Axatowerkuningan-MAC|441PC202E_CO|430782|25,84888,17%,-74.9255814,NOT GO -> Have Pico
963_Metmall,963_Metmall|4412446E_CO|410171|7,84737,20%,-90.00892857,NOT GO -> Have Pico
522_Htlpeninsula,522_Htlpeninsula|442V271E_CO|420283|5,84647,22%,-81.04918033,NOT GO -> Good Coverage from Surrounding
771_Walikotajks,771_Walikotajks|4435799E-LTE-Prapanca|430134|6,84595,53%,-80.76490066,OK -> GO
577_Citragraha,577_Citragraha|441PL420E_CO|430938|25,84368,38%,-85.10833333,NOT GO -> Covered by Surrounding
416_Htllemeridie,416_Htllemeridie|4424949E_CO|420028|4,83774,34%,-81.40559441,NOT GO -> Good Coverage from Surrounding
242_Mtharyonosquare,242_Mtharyonosquare|4435163E_CO|430061|15,83715,37%,-78.53658537,NOT GO -> Have Pico
585_Gedungcyber2,585_Gedungcyber2|441PC202E_CO|430782|24,83705,19%,-76.20987654,NOT GO -> Have Pico
756_Plazaasia,756_Plazaasia|441PC256E_CO|421026|35,83287,26%,-77.02197802,NOT GO -> Have Pico
611_Menarakarya,611_Menarakarya|441PL712E_CO|431066|4,83056,27%,-83.62162162,NOT GO -> Have Pico
178_Metrocipulir-IBS,178_Metrocipulir-IBS|4410931E_CO|430459|4,82910,36%,-80.11347518,NOT GO -> Have Pico
56_Aptmedplace1,56_Aptmedplace1|441PC912E_CO|410384|14,82806,35%,-79.74606742,OK -> GO with Change SOW
271_Cibuburjnct,271_Cibuburjnct|4462610E_CO|460510|5,82756,17%,-92.93023256,NOT GO -> Have Pico
579_Depkesehatan,579_Depkesehatan|441PL081E_CO|430862|24,82442,32%,-73.66666667,NOT GO -> Have Pico
1145_PASAR CIPINANG BESAR,1145_PASAR CIPINANG BESAR|4443140E_CO|440726|7,82438,33%,-85.31372549,NOT GO -> Good Coverage from Surrounding
160_Sohopodomorocity-MAC,160_Sohopodomorocity-MAC|4424813E|420905|4,82143,18%,-76.85328185,NOT GO -> Have Pico
44_ISTANA KARYA,44_ISTANA KARYA|MC4411055E_CO|430135|5,82108,46%,-77.94405594,NOT GO -> Good Coverage from Surrounding
146_Malltmnpalem,146_Malltmnpalem|MC4424271E-LTE-MALL-TAMANPALEM|420443|5,82040,42%,-79.65217391,NOT GO -> Have Pico
616_Metropolitan,616_Metropolitan|4424949E_CO|420028|8,81637,16%,-84.64878049,NOT GO -> Have Pico
576_Ciputraworldgdg2-DMT,576_Ciputraworldgdg2-DMT|4435023E_CO|430018|18,81394,21%,-88.29658793,NOT GO -> Have Pico
1081_PASAR KELAPA GADING,1081_PASAR KELAPA GADING|4414529E_CO|410898|4,81339,49%,-88.50205761,"NOT GO -> Small Building, covered by Surrounding"
1261_RS. Siloam Kebon Jeruk,1261_RS. Siloam Kebon Jeruk|4425192E|420216|5,81254,34%,-90.38043478,NOT GO -> Covered by Surrounding
1145_PASAR CIPINANG BESAR,1145_PASAR CIPINANG BESAR|4443140E_CO|440726|4,81105,32%,-80.44318182,NOT GO -> Good Coverage from Surrounding
414_Htlhilton,414_Htlhilton|541PL065N_CO|420998|15,80791,38%,-82.31609195,NOT GO -> Have Pico
604_Kuningancity,604_Kuningancity|SH4431845E_CO|430843|8,80730,16%,-82.79432624,NOT GO -> Have Pico
613_Menarapalma,613_Menarapalma|4435502E_CO|430035|5,80535,25%,-85.06199021,NOT GO -> Have Pico
1128_PASAR RAWASARI / RAWA KEBO,1128_PASAR RAWASARI / RAWA KEBO|4413447E|410094|6,80013,52%,-87.29452055,"NOT GO -> Small Building, covered by Surrounding"
625_Mnrmulia,625_Mnrmulia|441PL482E_CO|430942|54,79918,16%,-83.92277992,NOT GO -> Have Pico
392_Aptsemanggi,392_Aptsemanggi|441PL057E_CO|421091|25,79811,21%,-85.12612613,NOT GO -> Have Pico
982_Hotelsantikadepok-MAC,982_Hotelsantikadepok-MAC|4462552E_CO|460805|14,79801,26%,-82.14965986,NOT GO -> Have Pico
691_KEMANGMANSION,691_KEMANGMANSION|443A091E_CO|430218|6,79706,55%,-81.13114754,NOT GO -> Have Pico
638_Plazamarein,638_Plazamarein|441PC957E-LTE-PLAZA-MEREIN|420526|24,79223,33%,-74.2826087,NOT GO -> Have Pico
595_Htlcrowne,595_Htlcrowne|4435026E_CO|420041|6,79209,41%,-76.01129944,NOT GO -> Good Coverage from Surrounding
526_Plzslipijaya,526_Plzslipijaya|442PC232E_CO|420859|18,79177,22%,-85.0755814,NOT GO -> Have Pico
592_Grhindorama,592_Grhindorama|SH4431856EB_CO|430850|9,78924,46%,-87.58640227,NOT GO -> Have Pico
958_Bekasicyberpark,958_Bekasicyberpark|441PC964E_CO|410557|25,78889,23%,-90.34693878,NOT GO -> Have Pico
271_Cibuburjnct,271_Cibuburjnct|4443983E_CO|440844|7,78601,16%,-94.67857143,NOT GO -> Have Pico
1167_PASAR UJUNG MENTENG,1167_PASAR UJUNG MENTENG|4414547E|410855|7,78530,58%,-94.3715847,"NOT GO -> Small Building, covered by Surrounding"
195_Pejatenvillage,195_Pejatenvillage|441PX329E_CO|440224|9,78414,19%,-82.60479042,NOT GO -> Have Pico
593_Htlaptaston,593_Htlaptaston|442PC152E_CO|420993|24,78094,50%,-81.96035242,NOT GO -> Covered by Solution at Surrounding
431_Mrtistora-TBG,431_Mrtistora-TBG|541PC256N_CO|421402|38,77920,27%,-87.36311787,OK -> GO
364_Htlgrandalia,364_Htlgrandalia|SH4412214E_CO|410893|5,77728,54%,-88.20855615,OK -> GO with Change SOW
1123_PASAR PERTOKOAN JALAN BIAK,1123_PASAR PERTOKOAN JALAN BIAK|MC4424765E|420310|6,77724,49%,-86.47775176,"NOT GO -> Small Building, covered by Surrounding"
543_Grahamilenia,543_Grahamilenia|441PL285E_CO|430784|21,77724,36%,-78.13043478,NOT GO -> Have Pico
448_Senayancitygelora,448_Senayancitygelora|MC4431290E_C2|431090|6,77478,27%,-80.49844237,NOT GO -> Have Pico
1030_PASAR GANEFO,1030_PASAR GANEFO|4424608E_CO|421426|6,77182,56%,-88.46195652,"NOT GO -> Small Building, covered by Surrounding"
587_Grahabip,587_Grahabip|4431524E|431111|4,77073,25%,-75.6010101,NOT GO -> Have Pico
372_Jkttheater,372_Jkttheater|441PC430E_CO|420869|24,76907,29%,-76.32727273,OK -> GO
549_Menaramth,549_Menaramth|441PX421E_CO|430693|4,76790,20%,-83.88111888,NOT GO -> Have Pico
549_Menaramth,549_Menaramth|441PL285E_CO|430784|24,76765,20%,-91.21233859,NOT GO -> Have Pico
521_Htlmgaanggrk,521_Htlmgaanggrk|4424736E_CO|420174|4,76760,44%,-83.76488095,NOT GO -> Covered by Surrounding
1071_PASAR PONDOK LABU,1071_PASAR PONDOK LABU|4435307E_CO|430208|9,76557,36%,-92.49230769,"NOT GO -> Small Building, covered by Surrounding"
487_Htlmercurehawu,487_Htlmercurehawu|4425074E|420198|15,76547,36%,-83.5483871,NOT GO -> Covered by Surrounding
383_Sarinah,383_Sarinah|441PC430E_CO|420869|27,76488,16%,-79.08269231,NOT GO -> Have Pico
915_Malllippockr,915_Malllippockr|441PC526E|451283|4,76431,36%,-89.49829352,NOT GO -> Have Pico
4_Verde 2,4_Verde 2|4435024E-LTE-TAMAN-RASUNA|430033|6,76234,21%,-81.17751479,OK -> GO
